fighter_id,order,bout_id,opponent_id
01dd4cdc2446f665,1,eb0c00f9162da33c,41904fc4d3f5bffc
01dfb60661153735,1,c1a5cd9d428ae647,f41b9f5efc7162d6
01dfb60661153735,2,91ffee32690a6ca9,6e8f1bcdda94ff45
01f022fa494188e2,1,3657196c2f624138,7339d340aa2889cb
01f86e2d604e2f3c,1,54bc12eeff0e307e,634bb0de2eb043b4
01fcef7e3d051722,1,a788042d4d0c50d4,d05412b513b19621
01fcef7e3d051722,2,8c8c2499d89da07c,d8c7c61b176e3994
01fcef7e3d051722,3,29df50b2ea446361,3a314d9fa7c6825d
01fcef7e3d051722,4,19348172178f42ed,94527830000ab715
01fcef7e3d051722,5,e6fdf9e67f84a0e0,9ba2226646046b63
01fed6f61ebea01f,1,63192e7960e796eb,34ca93f1791a5c50
01fed6f61ebea01f,2,8cd583f6d10692bc,bc711b6dd95c1af6
01fed6f61ebea01f,3,d497d74a0df9e35e,7d420039bbfe7c1a
01fed6f61ebea01f,4,fd7421f421e802bd,fe2babf95de24fb1
02177caefe7c07d4,1,d2090d2a91cce61d,fbbde91f7bc2d3c5
0232cabbc30a2372,1,970fb2ce5496c94c,1ec1b6a7a29ffc71
0232cabbc30a2372,2,4e566bd7094b49da,f6e5972c9d16c40e
0232cabbc30a2372,3,afc86d1076c4c3a9,93b62c5f2ba18e51
0232cabbc30a2372,4,43c391b251337c9b,325ad0dd9126d3df
0232cabbc30a2372,5,9b9ef12603e820ec,113df4fde64735c6
0232cabbc30a2372,6,20cefe64f4b28be8,1a08b01fdabb6ae2
0232cabbc30a2372,7,678d27af287476f8,05339613bf8e9808
0232cabbc30a2372,8,0d6d212fcdf47f2e,f2477cf43c4975cc
0232cabbc30a2372,9,5dcade01fc840da6,65cdf4ec31143d86
0232cabbc30a2372,10,5238f6470d0557fb,850266b3dc4e506e
02500fb9fd79a974,1,71440bf87b9c58a1,3bad7ef643840f67
02500fb9fd79a974,2,5b6796a9194d339b,c23e3d4875340d8d
02500fb9fd79a974,3,096d656048f85b18,bbfca6d5c27d9cd8
025f0b1b58fbad01,1,981ed463bf5d91a8,917a5cb9821df261
025f0b1b58fbad01,2,a072481f307dc8aa,cc7040fe76f0ef91
025f0b1b58fbad01,3,cd6b799ec79c489a,8667caa0451d245b
025f0b1b58fbad01,4,6195d3e7c412c8a2,5444c5a201d3ee5a
026b4f7049085842,1,cea71d7f78ae7542,aa5b4eff51bdc7d1
026b4f7049085842,2,667266b6d18b0db3,a566371ba2ad7152
026b4f7049085842,3,b89c885da2c9bce4,11e3fd7546359fc5
029880cdbf5ca089,1,bfb468c3427faa50,cb6783c39c01d896
029880cdbf5ca089,2,87f39e0d82349c3b,95eb112a85601a0a
029880cdbf5ca089,3,9e62f31318d21a32,01b39decaf0abf6a
029880cdbf5ca089,4,00a5e033391bf8df,621a6c59f88a44fe
029880cdbf5ca089,5,4f8b5b850b58c367,bcd124bcd3d5be46
029880cdbf5ca089,6,388df822e50b04f8,6506c1d34da9c013
029880cdbf5ca089,7,fef433a7cb7a2029,f57a8a52ca401ed9
029880cdbf5ca089,8,e30ee434b864e4ac,cb139171ed1b69fe
029880cdbf5ca089,9,6a9e343bd12dfa64,e0ec3c3b6b611f7e
029880cdbf5ca089,10,c9d3ccbfef600989,73c7cfa551289285
029880cdbf5ca089,11,d5a0e8c67ed8abe0,20205040232ed0f3
029880cdbf5ca089,12,eb23f3574b656624,f2688492b9a525a3
029880cdbf5ca089,13,81b5e933186a685a,e5c9de15bb58b1c6
029afd138865d20a,1,1c8d40763bb262b9,d23d5960ac5e117c
029afd138865d20a,2,82d48296fd06c27f,135d124172a0bea3
029afd138865d20a,3,2c21abbc28e3876a,32c355b04fc57f3a
029afd138865d20a,4,81a18de517a3336a,519e4fe37ce9ff75
029afd138865d20a,5,02615499125b4b5d,ca28cdf526d6b6e9
029e1293e609fd74,1,1af574c0814429ac,3bb2dc8e87b10a46
029e1293e609fd74,2,4b3af85b0df51d09,c730a0be691dc081
029e1293e609fd74,3,cea6760d7bfbe19b,684d3aee255a3d09
029e1293e609fd74,4,a122968e96068800,8adcbd525fab8d9b
029eaff01e6bb8f0,1,be17aaad7221e2d9,d1e7fc58d4225cdf
029eaff01e6bb8f0,2,54a527a7a711a430,a36a14985a57a1c6
029eaff01e6bb8f0,3,b13e3620949300c5,60ba33c3f555a7a3
029eaff01e6bb8f0,4,b3a0fc0a945a31f7,f59e9e49ef85b469
029eaff01e6bb8f0,5,db690563ae7fa070,8e5bfd4e82352340
029eaff01e6bb8f0,6,099a2db0470d456b,150ff4cc642270b9
029eaff01e6bb8f0,7,a8ec9c513d28c25c,c451d67c09c55418
029eaff01e6bb8f0,8,e88c59ad88e9dc27,b0a6124751a56bc4
029eaff01e6bb8f0,9,493b7a8e3253b133,d247691a6c0e9034
029eaff01e6bb8f0,10,af51920a3e176995,99bd87a300079ed9
029eaff01e6bb8f0,11,5e4f358e0bcc2f15,c2e3e67b5911bfb7
029eaff01e6bb8f0,12,3e6b5cb3c37bef3b,3f52ce18fb98008f
029eaff01e6bb8f0,13,6bcea00473e43a59,f4c49976c75c5ab2
029eaff01e6bb8f0,14,12c600dc64edb403,f53d4f21d1b5f2dc
029eaff01e6bb8f0,15,f930743af6564795,813550bc53b15fb0
029eaff01e6bb8f0,16,4fa02674b920ff0a,654ae722109a0d31
029eaff01e6bb8f0,17,e86a77b69d50a834,887961364be5ceb3
029eaff01e6bb8f0,18,692241119228cc82,511e82663651438d
029eaff01e6bb8f0,19,8b8f9485214f9e48,d1941565abf50b16
029eaff01e6bb8f0,20,6fe9729cee57c680,33a331684283900f
029eaff01e6bb8f0,21,b55605791a4d72b9,cbb682f5fcc44bfc
029eaff01e6bb8f0,22,bfae2fb50efbdb0f,9e8f6c728eb01124
029eaff01e6bb8f0,23,bd1fc4ff619f4e61,33a331684283900f
029eaff01e6bb8f0,24,87126427cfcaee52,150ff4cc642270b9
029eaff01e6bb8f0,25,01a4827b3596d111,032cc3922d871c7f
029eaff01e6bb8f0,26,f8dd1e75978a3957,193b9d1858bc4df3
029eaff01e6bb8f0,27,3d3e7dc7b4bf2bc4,f4c49976c75c5ab2
029eaff01e6bb8f0,28,7d0ce28ce8a77eb1,f4c49976c75c5ab2
029eaff01e6bb8f0,29,b22eab3aa1522f40,07225ba28ae309b6
029eaff01e6bb8f0,30,4bf3010fdeea9d93,4b93a88f3b1de35b
029eaff01e6bb8f0,31,c27e33ee8ef53866,9e8f6c728eb01124
029eaff01e6bb8f0,32,6e73ebbd089aff5e,c2299ec916bc7c56
029eaff01e6bb8f0,33,1a0031e2072f21b6,275aca31f61ba28c
02a65a55f25fb4f3,1,7883d46d372aaec2,b0550072e5f0afa7
02bb48869eb7ac8f,1,f5d1b6f3be5b8ee0,cffb87059e645bd1
02bb48869eb7ac8f,2,acde7c89bd724af8,d35298b6df168456
02bb48869eb7ac8f,3,b20640f9b2634de1,19f8a2f6eecd92ac
02d276b7d62b3472,1,e2b32e1683a566af,46c8ec317aff28ac
02d808afb96669de,1,0eadf39171bd7e3e,5ef0088c1b19beeb
02e52b3a595f0786,1,fb252c420e9830cd,f0abbb6f3444dae7
02e52b3a595f0786,2,670db5afcb26df7c,270b89c00ef0c55c
02e52b3a595f0786,3,e5bc6c9a74fc94a3,646d5dbe509accd4
02f0e04acf102ea9,1,6789480d7daea557,b4ad3a06ee4d660c
02f2a9702ba3d167,1,1123fceef316106e,8866c6f509c19089
02f2a9702ba3d167,2,02ace8fdd83c6480,c17041f1bb5768d8
02f2a9702ba3d167,3,d101d2ed58a7cf84,4665cbf36b08193b
02f2a9702ba3d167,4,e4795ab9bdd6fb38,88cd34d836b4ebcd
02f2a9702ba3d167,5,b29ed164b3014a42,d247691a6c0e9034
02f2a9702ba3d167,6,06287b822837a616,8fd808923cffff82
02f2a9702ba3d167,7,e202f273220aa533,511e82663651438d
02f8fedc18cbd26c,1,b1af3bd0f8266a90,c742287ed86a09bc
02f8fedc18cbd26c,2,0c9faf26efe2cdcc,f0feeb2192937424
02f8fedc18cbd26c,3,924f982f0d9d2142,8e5d953bdb9ae5e7
02f8fedc18cbd26c,4,85a130a4b655c8f5,b4c6c904a9ffc5e8
02f8fedc18cbd26c,5,069df63733dcf697,2c483cf443f38ece
02fc8f50f56eb307,1,00b0796724ec1c09,6ceff86fae4f6b3b
02fc8f50f56eb307,2,7ffcc3a72e082ace,18524b46c570730b
030f08370fd1c2bb,1,39c4f4a1aff68189,b9d0fd83bb8a147a
0313bf497de9c470,1,971ed760d0425fab,a7b48e18ca27795d
032b65d5fff611b2,1,5994386c6c48c52e,232c582f29f8f65e
032cc3922d871c7f,1,8360accf6f70ebc4,ece280745f8727b8
032cc3922d871c7f,2,ded18af0e4eae2f7,75e5fec9f72910ef
032cc3922d871c7f,3,7651b2e09ea2c420,8a59d346dc976a10
032cc3922d871c7f,4,e1d33aa47b35d021,e14b5aa06eea9653
032cc3922d871c7f,5,ca2b48fd007126e0,50d2f0018bcf9eef
032cc3922d871c7f,6,9d1722fb8b83a92a,6a2f7c151031653d
032cc3922d871c7f,7,781b4b6951df64fe,18e8b7070228e728
032cc3922d871c7f,8,c26806c2d554e50c,511e82663651438d
032cc3922d871c7f,9,a88a4c126d585320,64a50dad704d1d49
032cc3922d871c7f,10,eab7b76e177e1903,59279a7c978f7da0
032cc3922d871c7f,11,3eea92e7f26fb05b,f4c49976c75c5ab2
032cc3922d871c7f,12,01a4827b3596d111,029eaff01e6bb8f0
032cc3922d871c7f,13,59eea37af7efb06c,9e8f6c728eb01124
033343da4c0cff8a,1,2b39788a4f9530d1,2eada40ac8801559
033d19259f589457,1,dc51846a645f0428,2f5754b48eab1486
0359313549d230a1,1,987b6b4f7825e40e,1652f3213655b935
0359313549d230a1,2,bf1525f9761a116e,52cae54377b433b7
0359313549d230a1,3,36895d9bbf5abc51,3410cf010558dc8b
0359313549d230a1,4,54cf1ffbc6e7a9fd,cfb65863d5099327
0359313549d230a1,5,b46679306287ea79,52cae54377b433b7
0359313549d230a1,6,cfbeeffd65101ae1,6da99156486ed6c2
0359313549d230a1,7,1df12710cfdb60f4,31123249b0bbf52e
03688dc3c3af3ac1,1,3fc4d9f17be8d003,b76ed59283d3559c
03688dc3c3af3ac1,2,73c07530f667289f,6859f67468ba8489
03688dc3c3af3ac1,3,6c95eff9a67d2b9b,39f68882def7a507
036e96c1c12b8a59,1,76b6058cddda9238,849c5d9979df5357
036e96c1c12b8a59,2,eca400aeeb2763d1,971246648e162f0d
03b1b79b34eaf217,1,94581ca7540810ef,59c438c81fbf3ece
03b1e846b09f721d,1,4a1e7c670be02cb1,7450525c7ba032a0
03c9994c5b8958ec,1,1e1e7772ec0f73ad,310c4d4b2b32796b
03c9994c5b8958ec,2,e094423979fc7c6a,c76ec2bc3a57666a
03c9994c5b8958ec,3,c039953c2f438832,d1e7fc58d4225cdf
03c9994c5b8958ec,4,edc4e54d5258eea8,75e5fec9f72910ef
03da33a102d9a45f,1,b8324a8941c26142,2c104b7e59a72629
03dee485905dbc9f,1,c9d2a718f39274c0,8adcbd525fab8d9b
03e8df49c4a059ba,1,f43fca8400dbd1c4,351264d11286d09a
03f982ca3735070c,1,2b5058614b56a898,91ea901c458e95dd
03f982ca3735070c,2,e53c8a20819f9be6,1091d4d957141094
03f982ca3735070c,3,3e9f3ce3a01bb97f,60029bcf496bd707
03f982ca3735070c,4,92049ba4483fc840,5713c1d2fac539ac
03f982ca3735070c,5,412735f3e0b66ea6,2f5cbecbbe18bac4
03f982ca3735070c,6,3f7684492c9df05e,01b352b6a9074d5c
03f982ca3735070c,7,9072bf6135cad3e0,9be6020024133293
03f982ca3735070c,8,53ee6c3591483193,492b202d2064e7a9
03f982ca3735070c,9,8375f311e8c6c079,ad56b3f00ca38dfd
03f982ca3735070c,10,f43f9861e73739c8,f86cb5f25d545e0e
03f982ca3735070c,11,819af4bbad55324d,3738e68d2261e60f
03f982ca3735070c,12,e939acbd9894c686,e2f6b2769aaedd6c
03f982ca3735070c,13,15ce105716441c54,98c23cb6da5b3352
03f982ca3735070c,14,ce0748519d5ea5c6,b4ad3a06ee4d660c
03f982ca3735070c,15,ccfe7b0d29c5440c,279566840aa55bf2
03f982ca3735070c,16,f187c7ec92f43828,c9cf753cfdf77fc2
040426baba8a45e8,1,7edac7a0a2f72f28,b4bc2e3353a770b5
04076783ca83d6ae,1,a957addd67dc611b,37a6c95201592fea
040a74bb0a465c54,1,cd7fd3f034717d3c,f2ad06f1007c481a
040a74bb0a465c54,2,c82f9bc365ff1074,3623bd267a2eef2e
040a74bb0a465c54,3,7ec86f2af631344f,87a1dc546b1c5caf
040a74bb0a465c54,4,f6efb09c01e4cac6,69f01b25dfabaf6b
040a74bb0a465c54,5,8cc4c597aecbfef5,c07efc18b231f170
040a74bb0a465c54,6,c48af5eafb532d0a,aa5b4eff51bdc7d1
040a74bb0a465c54,7,ed94cdc0f2b97e15,6fb1ba67bef41b37
040a74bb0a465c54,8,71b81d8199a0fa19,94426bb170c88115
040a74bb0a465c54,9,ce3d94186567a684,193b9d1858bc4df3
040a74bb0a465c54,10,a554a72bb0377213,751de04455cfaac0
040a74bb0a465c54,11,6049301b4deea035,150ff4cc642270b9
040a74bb0a465c54,12,1a7cd191f0cf160c,76e2870ffafbe38f
040a74bb0a465c54,13,8a2e28da18ba6a25,9560ff14eb3129f7
040d3b4c735541aa,1,afe71c76155e7522,0971be7d94e109e1
040d3b4c735541aa,2,c42304ce8b27648c,b96619b3acd7d9da
042cc07ad5a53a33,1,9b086b82050b5c44,4cb79988b2a9bd07
045f25b3a4c08e81,1,f1afa75c8d492550,0e21976afc92e4d1
045f25b3a4c08e81,2,e59aabdfba9d6c45,dea070ed4a2a8281
045f25b3a4c08e81,3,86892d114b204bf3,b59037262c8fe060
045f25b3a4c08e81,4,72d703db67371e1d,52e76bb4b3e852f3
045f25b3a4c08e81,5,7aede55e4e47c698,37d5b176d438d2a5
045f25b3a4c08e81,6,437c6e18f41287f1,e9ac7bfb65c25497
045f25b3a4c08e81,7,e9f00c16810e0e61,4144798612ef96e5
045f25b3a4c08e81,8,09f5fb0bec3c948a,0d8011111be000b2
04643fd03d9159cc,1,6e1d32f8779320c4,b14a68c533f4a4aa
04643fd03d9159cc,2,db42735e6c8308c0,a196332ee4aa8a82
04643fd03d9159cc,3,b7a5ae247a57fb11,95eb112a85601a0a
04643fd03d9159cc,4,c363fc024e6a7548,3be081c29bf734d9
04643fd03d9159cc,5,1a93f7c25f5f922e,82f5c81f4e3c3eb5
04643fd03d9159cc,6,ff2d68dd6f1565c3,3be081c29bf734d9
04643fd03d9159cc,7,fa2271eecde701ed,c47df9303d318c67
04643fd03d9159cc,8,63cfbf28e44febc2,68d76fd9ecf7431d
04643fd03d9159cc,9,6ca284a75c21c2e0,35dc6220b113b7ec
04643fd03d9159cc,10,61f0ceb980c1ae81,20205040232ed0f3
04643fd03d9159cc,11,854c64fe481e65ee,e0ec3c3b6b611f7e
04643fd03d9159cc,12,b0958ed411ae9675,e5c9de15bb58b1c6
04643fd03d9159cc,13,81bd1c1f7dfccbb7,79ded75550efc139
046a85108610c0d2,1,aec020121409ce53,a495f599e787614f
047a91d3d9c79b05,1,88eb08f51f651486,8d11d9c13e2ccdf7
047a91d3d9c79b05,2,6671b567c4eb9982,a52bc1e62cf0b7c6
047a91d3d9c79b05,3,a27a355f52883f3e,4682bc59d5f55145
04835018f90b118c,1,1d892fec31dc7ad7,122ac9b816d8b71c
04835018f90b118c,2,d684d8b02ab53031,e99821959a840bb8
04835018f90b118c,3,6832e9e62da0f9d3,d7338bcb141abd2c
04835018f90b118c,4,b1e048825b5bbe1c,4498b382c65a7faa
04835018f90b118c,5,dd9cbf6d6284de26,8e1f36476ef02a6a
04835018f90b118c,6,c442899c21d58779,6551c64fbcd1a467
04835018f90b118c,7,b9d5c77ae7a8109b,5078e1dacf9d25f4
0496cdac0bc9edd8,1,6011e1849dcd5a29,9900ab86a4c458bd
0496cdac0bc9edd8,2,5dafd35781c3a857,985bca5a097fb3f4
049d698d773eb3e1,1,d170b5afc5066432,32ba186f4b0e3267
049d698d773eb3e1,2,34d1bfdde8ea3e11,d0c29452d3272603
049d698d773eb3e1,3,4b9203b86f0aa870,91186547a7f3f758
04b39f4e8eb59d7c,1,664e56d8a98e2b49,65578a75fa7900e3
04b39f4e8eb59d7c,2,014a3acf91ada8af,7e47047d0971d566
04b39f4e8eb59d7c,3,3daf1c5fb854e626,dbc17725b887860a
04b39f4e8eb59d7c,4,6b581bb1bc9289ef,2e5c2aa8e4ab9d82
04b39f4e8eb59d7c,5,1e3c67921162561d,77d7295d1b22c694
04c15b52c3cc1cab,1,b15bebf4c6b6f495,aa1952ec0b3dd8e1
04c15b52c3cc1cab,2,ee071b5125ced92a,68d76fd9ecf7431d
04c15b52c3cc1cab,3,478b0eaf22475be0,cc6f9d1e89f3449a
04c15b52c3cc1cab,4,f046dfa306dc7acb,5f87a5c00b3d17ed
04c8b08b16a5b99e,1,1e3d3545b6dd13a7,f86cb5f25d545e0e
04c8b08b16a5b99e,2,3637e661b6854b49,787bb1f087ccff8a
04c8b08b16a5b99e,3,75570ea2da94a4fb,53c943c873cffe90
04c8b08b16a5b99e,4,88d3b6b833e31712,41f90012b86a11bf
04c8b08b16a5b99e,5,f0cf92b063735164,3738e68d2261e60f
04c8b08b16a5b99e,6,0716a38768a34789,e9a3aeb207578eea
04c8b08b16a5b99e,7,d40eae4425092219,50db8711c70196cd
04c8b08b16a5b99e,8,3cbd3565dd631cc4,d31a5546c0e9b213
04c8b08b16a5b99e,9,995e79b951da945b,cd13728ae1151f46
04c8b08b16a5b99e,10,2c0496a5f39ab8a4,c2a670b22d2e196f
