bout_id,event_id,red_bet_proportion,blue_bet_proportion
c1356395d6b055d7,46effbd1135423c5,0.0,0.0
ae803440d778a12b,46effbd1135423c5,0.09744340137686962,0.0
3f7684492c9df05e,46effbd1135423c5,0.0,0.0
53c3565ee1d3411a,46effbd1135423c5,0.13867379419656198,0.0
8156479490877d08,46effbd1135423c5,0.0,0.0766250214776815
1a81573425c585fb,46effbd1135423c5,0.0,0.0
b60bbec8ec98941b,46effbd1135423c5,0.0,0.0
bbb67c2ac4453d64,46effbd1135423c5,0.06604916089354264,0.0
7685701c382cd49a,46effbd1135423c5,0.03915816895733212,0.0
8edb831924d69dd9,46effbd1135423c5,0.0,0.0
00720c46f864fe03,46effbd1135423c5,0.0,0.1783070726523376
5742025a09190829,46effbd1135423c5,0.0,0.09855848017588391
6eb382e2c51fc4f5,4512e46543b960ad,0.0,0.0
0094d2ed98819f7a,4512e46543b960ad,0.0,0.0
99373dc33dfbf6e0,4512e46543b960ad,0.0,0.00490670924303732
481aef2d2802ec68,4512e46543b960ad,0.0,0.0
1cd0ce0e2312ad52,4512e46543b960ad,0.36641274448630196,0.0
c5865afc31cb6c59,4512e46543b960ad,0.050228941096818774,0.0
637f561cd731fb44,4512e46543b960ad,0.0,0.10899066072445057
3c8eb8ad5e98876f,4512e46543b960ad,0.0908560472560149,0.0
43682a646b9b956f,4512e46543b960ad,0.0,0.0
a45596cda51a1816,4512e46543b960ad,0.16174220172735812,0.0
b91756d955e14d2e,4512e46543b960ad,0.0,0.0
ab79fe7b35ccc3dc,4512e46543b960ad,0.0,0.17275028585923347
f3bb58f485dc2008,6a8a06b542e1516d,0.0,0.0
48e51d4e7172048e,6a8a06b542e1516d,0.0,0.0
ebe38ba75cbf2320,6a8a06b542e1516d,0.0,0.0
66ad9f88f063d2ef,6a8a06b542e1516d,0.0,0.0
478221ad98336565,6a8a06b542e1516d,0.0,0.0
74256b4e8d0b1de6,6a8a06b542e1516d,0.11434038916542405,0.0
451525a1abe30a91,6a8a06b542e1516d,0.0,0.09906293579337919
49e344834626c144,6a8a06b542e1516d,0.0,0.08389560020392307
36220644401d85e1,6a8a06b542e1516d,0.0,0.0
94cecf4bd29793e1,6a8a06b542e1516d,0.1278067828872709,0.0
4a2e7e2c8cfdaf5f,6a8a06b542e1516d,0.0,0.0
8c220d4c96895a98,6a8a06b542e1516d,0.0,0.0
1f9ac1648b8e501e,865aa315ea62c511,0.0,0.0
c4174e22cb22622c,865aa315ea62c511,0.0,0.0
ddd9e64d97b095f9,865aa315ea62c511,0.09954516903040055,0.0
febea68b205f6273,865aa315ea62c511,0.0,0.0
f680e6ebe3bdfe3e,865aa315ea62c511,0.0,0.0
8b8f9485214f9e48,865aa315ea62c511,0.0,0.05581703899363301
244357514dd89bd6,865aa315ea62c511,0.0,0.04553899673134073
ced241b99eab5f22,865aa315ea62c511,0.0,0.02504644175416035
d29750cee389a0b9,865aa315ea62c511,0.0,0.0
252074c8554bf30d,865aa315ea62c511,0.18166991617817194,0.0
c1d86f1e6d41cd03,b4ad3a06ee4d660c,0.0,0.015339443819454329
e59aabdfba9d6c45,b4ad3a06ee4d660c,0.16012333744218687,0.0
ad9ecef413a5b48f,b4ad3a06ee4d660c,0.0,0.07572487280686102
e4c4c54a10e06973,b4ad3a06ee4d660c,0.0,0.0
1db121859d2fcda8,b4ad3a06ee4d660c,0.10311015357086198,0.0
f00ac5af033f44b4,b4ad3a06ee4d660c,0.0,0.0
9c256e94c6b584b6,b4ad3a06ee4d660c,0.0,0.0530625865449117
16e28dd989ee1dea,b4ad3a06ee4d660c,0.0,0.0
112e6a0ddce893e6,b4ad3a06ee4d660c,0.1513744848801044,0.0
a5d24caed8afbeef,b4ad3a06ee4d660c,0.01027990311616699,0.0
ab14dbff9d2ae41a,b4ad3a06ee4d660c,0.0,0.0
2d4743a82fc55642,20e403a1acfef130,0.0,0.0
6db4d7827082d5b9,20e403a1acfef130,0.0,0.03841819168935826
08b65f5009c34997,20e403a1acfef130,0.0,0.0
4804776154430aad,20e403a1acfef130,0.0,0.0
3b536afcc9098925,20e403a1acfef130,0.0,0.0660290783686363
42ad1437a1280294,20e403a1acfef130,0.0,0.0
c79b862be039d9f0,20e403a1acfef130,0.0,0.0
54f9e3e1fad7a589,20e403a1acfef130,0.17293329383506026,0.0
e3ca9462ad0d7685,20e403a1acfef130,0.0,0.0
7ac4b9823b1e139b,20e403a1acfef130,0.0,0.11835683834539878
dfc8c5161ea0ccb5,20e403a1acfef130,0.0,0.0
0ace7e71f5d66bc9,47b7e4e60813b7b2,0.0,0.0
ebb94e00d6431e7a,47b7e4e60813b7b2,0.0,0.0
12740c6b17779fe9,47b7e4e60813b7b2,0.0,0.005298218971064745
dc169cc01d675125,47b7e4e60813b7b2,0.0,0.0
f4f5049e789b7716,47b7e4e60813b7b2,0.0,0.0
76602c3658d70273,47b7e4e60813b7b2,0.0071363985753348305,0.0
24f156a78bd32026,47b7e4e60813b7b2,0.10017797702711127,0.0
b03dd50785e761a0,47b7e4e60813b7b2,0.0,0.0
74d4e37b97866514,47b7e4e60813b7b2,0.0,0.0
b47e4f0982938e5b,47b7e4e60813b7b2,0.0,0.10750222814062473
34524408fb4d6752,47b7e4e60813b7b2,0.0,0.0
58450502a93454c8,47b7e4e60813b7b2,0.0,0.0
0bb419537705fb04,c0231720fe516994,0.0,0.028687538949141386
794b63b4c1e1e789,c0231720fe516994,0.044497096050467685,0.0
eee7f546c126ee8b,c0231720fe516994,0.0,0.04704755685620523
88ce808e4e604180,c0231720fe516994,0.0,0.0
f99ee57f75b20b69,c0231720fe516994,0.0,0.0
c365a488a8de3c89,c0231720fe516994,0.0,0.004833592491478503
55f727e00553035d,c0231720fe516994,0.0,0.0
7ec86f2af631344f,c0231720fe516994,0.0,0.0
1e5c66d12761d4fe,c0231720fe516994,0.0,0.09702499721471837
7e6f91cbf8e93210,c0231720fe516994,0.0,0.01031092927741394
00be3852000f8fe9,c0231720fe516994,0.0,0.09946047048010147
c4da9ec26a924a7d,e7bfdb5e0112891e,0.07213930494076597,0.0
2464a75ee75dbf2f,e7bfdb5e0112891e,0.0,0.0
97b7638c592a95a9,e7bfdb5e0112891e,0.0,0.09711756292121511
8b4eeaa048361ba3,e7bfdb5e0112891e,0.0,0.11835352124491456
e7ad1c3a763c7cae,e7bfdb5e0112891e,0.0,0.0
ddb015ac5c067aa9,e7bfdb5e0112891e,0.0,0.0
b2c1f9bdd5d3073d,e7bfdb5e0112891e,0.0,0.1147670588213343
23ba0218f9f65e33,e7bfdb5e0112891e,0.0,0.0
56c7c59c9bb3b610,e7bfdb5e0112891e,0.0,0.0
a68672f66e12a3c2,e7bfdb5e0112891e,0.11744447003711168,0.0
687d973d71e068dc,e7bfdb5e0112891e,0.0,0.0
87a969d51de6e179,e7bfdb5e0112891e,0.0,0.0
ea8eaf881d38713e,e7bfdb5e0112891e,0.0,0.0
94ce682e4a3e556a,ed069a95aaaf4f56,0.0,0.041456733144301615
2a0d4dd0997bd712,ed069a95aaaf4f56,0.0,0.025699191198565462
0673d8ab0add7a05,ed069a95aaaf4f56,0.06517675230815344,0.0
4291b38643547fa7,ed069a95aaaf4f56,0.0,0.033851257612303474
677e98ae5834ba70,ed069a95aaaf4f56,0.0,0.0
41cef92a01e7ff3c,ed069a95aaaf4f56,0.049850384391235424,0.0
f24c296256faeff2,ed069a95aaaf4f56,0.053807586103966104,0.0
20be16a1db95156c,ed069a95aaaf4f56,0.14877358381586897,0.0
b0552b065ca7f401,ed069a95aaaf4f56,0.0,0.0
d764ef3e078c96c8,ed069a95aaaf4f56,0.0,0.08295337590958105
0459297e86a14981,ed069a95aaaf4f56,0.0,0.017634552885814125
e52318719d839d2d,ed069a95aaaf4f56,0.41828652020896767,0.0
f63961f9d14bc33d,ed069a95aaaf4f56,0.0,0.0
6ccfbe3a7c5aa55e,bc7f7f0ba3db74d2,0.0,0.0
7d4e11c2a9485320,bc7f7f0ba3db74d2,0.0,0.0
f313eae425b7c539,bc7f7f0ba3db74d2,0.0,0.0
